OID_,pointid,grid_code,dCSI,NDVIre1n,NDVIre2n,NDVIre3n,CSI,BSI,NBR,NBR2,Elevation,Aspect,Slope,NDVI_NDBI,dCSI_cat
4794,4999,0.15628,-0.1028253,0.1880492,0.1236235,0.0517308,1.1670263,0.019365,0.006006,0.1206831,12.2974043,105.2159576,2.933291,0.2710403,1
4795,5000,0.1301205,-0.1028253,0.1880492,0.1236235,0.0517308,1.1670263,0.0270345,0.006006,0.1206831,11.7467833,99.0242996,3.0829964,0.2448808,1
4796,5001,0.1457143,0.0114166,0.1572381,0.0972874,0.0436469,1.336314,0.0270345,0.1039395,0.1391918,11.1949654,92.7970886,3.234235,0.1814841,1
4797,5002,0.1188811,0.0114166,0.1572381,0.0972874,0.0436469,1.336314,0.0270345,0.1039395,0.1391918,10.7327986,134.9759521,3.001075,0.1546509,1
4798,5003,0.1491063,0.13568,0.1657658,0.0765391,0.0215117,1.4211972,0.0054903,0.150851,0.153417,10.3179712,203.7893677,2.558069,0.1517331,2
4799,5004,0.1238616,0.13568,0.1657658,0.0765391,0.0215117,1.4211972,0.0054903,0.150851,0.153417,9.9007549,272.8875427,2.1153803,0.1264884,2
4800,5005,0.1080062,0.2154943,0.1561574,0.0741105,0.0393761,1.4791554,0.0054903,0.1455008,0.156621,10.1171818,276.906311,1.80485,0.1193857,3
4801,5006,0.1318857,0.2154943,0.1561574,0.0741105,0.0393761,1.4791554,-0.0041397,0.1455008,0.156621,10.5322866,260.7116699,1.5340405,0.1432652,3
4802,5007,0.1381763,0.2029319,0.1595169,0.088563,0.0415264,1.4196838,-0.0041397,0.130955,0.1514496,10.9497824,244.4979401,1.2619592,0.1590856,2
4803,5008,0.1454219,0.2029319,0.1595169,0.088563,0.0415264,1.4196838,-0.0041397,0.130955,0.1514496,10.5744047,205.9725189,2.0360363,0.1663312,2
4804,5009,0.160688,0.0733155,0.1655749,0.0723192,0.0175508,1.2984399,0.015645,0.0730114,0.1401991,10.0919523,164.2797241,2.9516301,0.2285705,1
4805,5010,0.1457036,0.0733155,0.1655749,0.0723192,0.0175508,1.2984399,0.015645,0.0730114,0.1401991,9.6106939,122.4494629,3.866051,0.2135861,1
4806,5011,0.0886133,-0.0157797,0.1357609,0.0826645,0.0351045,1.3021235,0.015645,0.08278,0.1222199,8.5739565,128.3977203,4.1235867,0.1284563,1
4807,5012,0.0749286,-0.0157797,0.1357609,0.0826645,0.0351045,1.3021235,0.029858,0.08278,0.1222199,7.5352936,134.5248566,4.381741,0.1147716,1
4808,5013,0.0998814,-0.2769207,0.137631,0.0844142,0.0423053,1.0175579,0.029858,-0.0677461,0.0795225,6.6141949,141.3166504,4.5968261,0.2463608,1
4809,5014,0.0945473,-0.2769207,0.137631,0.0844142,0.0423053,1.0175579,0.029858,-0.0677461,0.0795225,6.6159163,153.2041016,4.453198,0.2410267,1
4810,5015,0.0934816,-0.3266042,0.1413166,0.1036281,0.0526316,0.8740537,0.0770201,-0.1172626,0.0521853,6.6176376,165.0500183,4.3110094,0.2618988,1
4811,5016,0.0977767,-0.3266042,0.1413166,0.1036281,0.0526316,0.8740537,0.0770201,-0.1172626,0.0521853,6.6193585,175.4125671,4.2051268,0.2661939,1
4812,5017,0.1338991,-0.4117219,0.1708082,0.1115834,0.0610672,0.8551341,0.0770201,-0.1353258,0.0531042,6.621079,180.9070129,4.2160473,0.3209846,1
4813,5018,0.150976,-0.4117219,0.1708082,0.1115834,0.0610672,0.8551341,0.0832629,-0.1353258,0.0531042,6.6227994,186.3851318,4.2256002,0.3380615,1
4814,5019,0.11883,-0.5053195,0.1614571,0.1153239,0.0550811,0.8345154,0.0832629,-0.1634578,0.0521767,6.7444768,193.1807251,4.3311872,0.3326409,0
4815,5020,0.113785,-0.5053195,0.1614571,0.1153239,0.0550811,0.8345154,0.0832629,-0.1634578,0.0521767,7.0929918,202.4918671,4.619637,0.3275959,0
4816,5021,0.1174153,-0.291312,0.1574861,0.0808973,0.037182,0.8993213,0.0712214,-0.1149884,0.0698001,7.4415069,211.8010101,4.9067883,0.3007325,1
4817,5022,0.1152318,-0.291312,0.1574861,0.0808973,0.037182,0.8993213,0.0712214,-0.1149884,0.0698001,8.0513268,217.458252,4.9776068,0.298549,1
4818,5023,0.1153662,-0.1232411,0.1563749,0.0918624,0.0424509,0.9901103,0.0712214,-0.0321947,0.0802869,8.9658775,218.8654022,4.7968497,0.2275578,1
4819,5024,0.1118629,-0.1232411,0.1563749,0.0918624,0.0424509,0.9901103,0.0368551,-0.0321947,0.0802869,9.8816214,220.2653656,4.6144891,0.2240545,1
4820,5025,0.1241975,-0.0383402,0.1821951,0.093441,0.0401229,1.0238096,0.0368551,-0.1092014,0.0899398,10.4162703,201.2397308,4.4692397,0.3214019,1
4821,5026,0.1695102,-0.0383402,0.1821951,0.093441,0.0401229,1.0238096,0.0368551,-0.1092014,0.0899398,10.6710987,167.3652039,4.3536706,0.3667146,1
4822,5027,0.1983592,-0.1798997,0.2379569,0.139737,0.080727,1.0381649,0.0401419,-0.0729689,0.0949844,10.923543,133.504715,4.2404385,0.3651564,1
4823,5028,0.188163,-0.1798997,0.2379569,0.139737,0.080727,1.0381649,0.0401419,-0.0729689,0.0949844,9.8619518,118.3409653,5.0748911,0.3549602,1
4824,5029,0.1390465,-0.3689415,0.2266466,0.1257182,0.0703671,0.957763,0.0401419,-0.123956,0.086133,8.2270966,111.3841324,6.3233309,0.3469161,1
4825,5030,0.1391826,-0.3689415,0.2266466,0.1257182,0.0703671,0.957763,0.0325196,-0.123956,0.086133,6.5946231,104.4459457,7.5709062,0.3470522,1
4826,5031,0.157804,-0.3968811,0.2232445,0.1627158,0.1093544,0.9464219,0.0325196,-0.1445111,0.0924855,5.2642012,110.8131943,6.4532342,0.391675,1
4827,5032,0.1588731,-0.3968811,0.2232445,0.1627158,0.1093544,0.9464219,0.0325196,-0.1445111,0.0924855,4.0024385,120.296875,4.7873993,0.3927441,1
4828,5034,0.117737,0.0659012,0.1699255,0.0888215,0.041874,1.4542824,-0.0063518,0.1163385,0.1519018,16.2167187,98.1817322,2.3131766,0.1539401,1
4829,5035,0.1231247,0.0659012,0.1699255,0.0888215,0.041874,1.4542824,-0.0063518,0.1163385,0.1519018,15.8681965,88.3204651,2.9290235,0.1593278,1
4830,5036,0.1428571,0.2152132,0.193041,0.0795773,0.0294057,1.4688967,-0.0055791,0.1415617,0.1560178,15.1348104,105.5680389,2.5413089,0.1576397,3
4831,5037,0.1660848,0.2152132,0.193041,0.0795773,0.0294057,1.4688967,-0.0055791,0.1415617,0.1560178,14.2545042,133.6404266,1.7658565,0.1808674,3
4832,5038,0.1341223,0.0507848,0.1550874,0.0878008,0.0410018,1.3087862,-0.0055791,0.0630502,0.1325991,13.3765955,161.9662018,0.9897591,0.2042576,1
4833,5039,0.0988484,0.0507848,0.1550874,0.0878008,0.0410018,1.3087862,0.0191491,0.0630502,0.1325991,13.5258923,194.6456604,1.4156392,0.1689837,1
4834,5040,0.0959964,0.056444,0.1266193,0.0849095,0.035728,1.3534137,0.0191491,0.0990502,0.1411942,13.8744135,227.9593506,2.0755177,0.1387382,1
4835,5041,0.0988017,0.056444,0.1266193,0.0849095,0.035728,1.3534137,0.0191491,0.0990502,0.1411942,14.2229357,261.0742188,2.7359262,0.1415435,1
4836,5042,0.0972887,-0.0456386,0.1270766,0.0751183,0.0317993,1.254563,0.0315782,0.0495321,0.120777,14.8226242,266.0605164,2.3247628,0.1689624,1
4837,5043,0.1058214,-0.0456386,0.1270766,0.0751183,0.0317993,1.254563,0.0315782,0.0495321,0.120777,15.4333038,269.6519775,1.8616135,0.1774951,1
4838,5044,0.1150088,-0.1321932,0.1382077,0.071182,0.0402178,1.0952801,0.0315782,-0.0046532,0.0959123,16.0,268.6485291,1.4278822,0.2155294,1
4839,5045,0.1077935,-0.1321932,0.1382077,0.071182,0.0402178,1.0952801,0.0593829,-0.0046532,0.0959123,16.0,207.4002686,1.3844491,0.2083141,1
4840,5046,0.1048269,-0.0675545,0.1371281,0.0871985,0.0464286,1.1725211,0.0593829,0.0399146,0.1046975,16.0,146.2597809,1.3407769,0.1698816,1
4841,5047,0.1013594,-0.0675545,0.1371281,0.0871985,0.0464286,1.1725211,0.0593829,0.0399146,0.1046975,15.9352493,97.1776733,1.411319,0.1664141,1
4842,5048,0.1055206,0.0305992,0.1358333,0.0802457,0.0424474,1.3732997,0.0155537,0.0907009,0.1360174,15.5884552,100.1819992,1.980135,0.1514032,1
4843,5049,0.1232493,0.0305992,0.1358333,0.0802457,0.0424474,1.3732997,0.0155537,0.0907009,0.1360174,15.2416611,103.165062,2.5486624,0.1691319,1
4844,5050,0.093112,0.0110632,0.1294471,0.0752908,0.0321191,1.3659928,0.0155537,0.0958519,0.1426667,14.7897329,106.370163,2.9538512,0.1405758,1
4845,5051,0.1248536,0.0110632,0.1294471,0.0752908,0.0321191,1.3659928,0.018543,0.0958519,0.1426667,14.0961437,110.1185455,2.984375,0.1723174,1
4846,5052,0.095203,-0.0246338,0.1374858,0.0751445,0.0246888,1.2976744,0.018543,0.0838068,0.1350022,13.4025555,113.8538589,3.0152426,0.1469843,1
4847,5053,0.0867907,-0.0246338,0.1374858,0.0751445,0.0246888,1.2976744,0.018543,0.0838068,0.1350022,12.8922682,117.0766907,3.0151842,0.138572,1
4848,5054,0.1102439,0.0409108,0.1647677,0.091357,0.0431711,1.2959532,0.019365,0.0940813,0.1309322,12.6363726,119.5685425,2.9720936,0.1475544,1
4849,5055,0.1144211,0.0409108,0.1647677,0.091357,0.0431711,1.2959532,0.019365,0.0940813,0.1309322,12.3816719,122.0091171,2.9291708,0.1517316,1
4850,5056,0.1360974,0.0054963,0.1615177,0.1108467,0.0557859,1.2465509,0.019365,0.0504965,0.1183049,12.0297022,121.617981,2.9113834,0.2043133,1
4851,5057,0.1488531,0.0054963,0.1615177,0.1108467,0.0557859,1.2465509,0.0270345,0.0504965,0.1183049,11.5918703,118.7812119,2.9164224,0.217069,1
4852,5058,0.1267606,-0.041459,0.1512132,0.0875972,0.0332491,1.2160183,0.0270345,0.0314716,0.1212548,11.1528416,115.9088821,2.9229949,0.2168877,1
4853,5059,0.0924881,-0.041459,0.1512132,0.0875972,0.0332491,1.2160183,0.0270345,0.0314716,0.1212548,10.8778038,142.1164398,2.6168511,0.1826152,1
4854,5060,0.109526,0.1129973,0.164944,0.0887503,0.0407849,1.3424318,0.0054903,0.0894713,0.1409081,10.6885548,184.0590057,2.1438775,0.1616196,1
4855,5061,0.1220998,0.1129973,0.164944,0.0887503,0.0407849,1.3424318,0.0054903,0.0894713,0.1409081,10.4969149,226.2863312,1.6712214,0.1741934,1
4856,5062,0.149155,0.2772217,0.1790541,0.0868042,0.0304484,1.4594877,0.0054903,0.1417676,0.1527901,10.5964079,225.0284576,1.4469805,0.1604215,3
4857,5063,0.1821982,0.2772217,0.1790541,0.0868042,0.0304484,1.4594877,-0.0041397,0.1417676,0.1527901,10.7859354,210.6347046,1.2961991,0.1934647,3
4858,5064,0.1576829,0.2739949,0.1546683,0.0820106,0.0337606,1.4279301,-0.0041397,0.1169346,0.1520406,10.9778528,196.2218628,1.144146,0.1934243,3
4859,5065,0.130862,0.2739949,0.1546683,0.0820106,0.0337606,1.4279301,-0.0041397,0.1169346,0.1520406,10.4719782,169.2589417,2.0363381,0.1666034,3
4860,5066,0.1335227,0.1863909,0.1521467,0.0811657,0.0406627,1.3522505,0.015645,0.1035088,0.1415372,9.8767376,140.5433502,3.0626807,0.1721165,2
4861,5067,0.1343211,0.1863909,0.1521467,0.0811657,0.0406627,1.3522505,0.015645,0.1035088,0.1415372,9.2818699,111.7526245,4.0859237,0.1729149,2
4862,5068,0.0970445,-0.003248,0.1227045,0.0831488,0.0362096,1.3096397,0.015645,0.0695357,0.1322349,8.2432079,116.6109543,4.0676913,0.1603256,1
4863,5069,0.0769231,-0.003248,0.1227045,0.0831488,0.0362096,1.3096397,0.029858,0.0695357,0.1322349,7.204546,121.4825668,4.0523543,0.1402042,1
4864,5070,0.1035341,-0.3158573,0.1496099,0.0820734,0.0452744,0.9988039,0.029858,-0.0787097,0.0856726,6.2889543,127.6619492,4.0080543,0.2668153,1
4865,5071,0.1004162,-0.3158573,0.1496099,0.0820734,0.0452744,0.9988039,0.029858,-0.0787097,0.0856726,6.2906752,143.4724579,3.7283792,0.2636974,1
4866,5072,0.0915511,-0.347833,0.1498513,0.1036451,0.0612331,0.8653581,0.0770201,-0.1424076,0.0648849,6.2923965,159.2414398,3.4501438,0.2969457,1
4867,5073,0.0974075,-0.347833,0.1498513,0.1036451,0.0612331,0.8653581,0.0770201,-0.1424076,0.0648849,6.2941175,172.9351959,3.2712781,0.3028021,1
4868,5074,0.1186791,-0.4649012,0.1626073,0.1032357,0.0593955,0.8229885,0.0770201,-0.1626575,0.0521401,6.2958379,179.9731445,3.4113719,0.3316703,1
4869,5075,0.1283906,-0.4649012,0.1626073,0.1032357,0.0593955,0.8229885,0.0832629,-0.1626575,0.0521401,6.2975583,186.994751,3.5500982,0.3413818,1
4870,5076,0.1200636,-0.3526697,0.1616595,0.1187141,0.064918,0.7911659,0.0832629,-0.1805982,0.0411087,6.4210701,194.8782959,3.7840788,0.3401366,1
4871,5077,0.1221192,-0.3526697,0.1616595,0.1187141,0.064918,0.7911659,0.0832629,-0.1805982,0.0411087,6.7695847,204.3777313,4.1952419,0.3421922,1
4872,5078,0.1180891,-0.153834,0.1813843,0.0956175,0.0509554,0.8804696,0.0712214,-0.118806,0.068897,7.1180992,213.8751831,4.6051068,0.3042681,1
4873,5079,0.1175847,-0.153834,0.1813843,0.0956175,0.0509554,0.8804696,0.0712214,-0.118806,0.068897,7.6781611,219.908783,4.8097358,0.3037637,1
4874,5080,0.1500851,0.0492041,0.217728,0.1030988,0.0495086,1.1471423,0.0712214,0.00081,0.1051868,8.4799232,221.9956055,4.7806802,0.2544707,1
4875,5081,0.1637647,0.0492041,0.217728,0.1030988,0.0495086,1.1471423,0.0368551,0.00081,0.1051868,9.282877,224.0752563,4.75002,0.2681503,1
4876,5082,0.1300503,0.1064891,0.1983344,0.0799921,0.0515385,1.2304231,0.0368551,0.0163789,0.1365844,9.8988886,204.3700867,4.5390711,0.2505253,1
4877,5083,0.1634075,0.1064891,0.1983344,0.0799921,0.0515385,1.2304231,0.0368551,0.0163789,0.1365844,10.3792944,169.16745,4.2024045,0.2838825,1
4878,5084,0.2305949,-0.1319915,0.2181679,0.1146393,0.068487,1.1503614,0.0401419,0.0135488,0.1303437,10.8573151,133.9788513,3.8680749,0.3475964,1
4879,5085,0.21734,-0.1319915,0.2181679,0.1146393,0.068487,1.1503614,0.0401419,0.0135488,0.1303437,9.6952734,117.3233185,4.70084,0.3343415,1
4880,5086,0.1795327,-0.2494593,0.2498685,0.1292776,0.0736557,1.1025522,0.0401419,-0.0103141,0.1083988,7.8348408,108.6020889,6.0311198,0.2981131,1
4881,5087,0.1687935,-0.2494593,0.2498685,0.1292776,0.0736557,1.1025522,0.0325196,-0.0103141,0.1083988,5.9767909,99.899498,7.3605347,0.2873739,1
4882,5090,0.1071513,0.0659012,0.1699255,0.0888215,0.041874,1.4542824,-0.0063518,0.1163385,0.1519018,16.2884235,77.3557663,1.9714637,0.1433544,1
4883,5091,0.1854466,0.0659012,0.1699255,0.0888215,0.041874,1.4542824,-0.0063518,0.1163385,0.1519018,15.9108028,96.4982605,2.8655002,0.2216497,1
4884,5092,0.2217295,0.2152132,0.193041,0.0795773,0.0294057,1.4688967,-0.0055791,0.1415617,0.1560178,15.1023932,114.8766861,2.5765212,0.2365121,3
4885,5093,0.1885654,0.2152132,0.193041,0.0795773,0.0294057,1.4688967,-0.0055791,0.1415617,0.1560178,14.1292391,132.7400513,1.8411512,0.203348,3
4886,5094,0.1229467,0.0507848,0.1550874,0.0878008,0.0410018,1.3087862,-0.0055791,0.0630502,0.1325991,13.1536875,150.3500519,1.1059002,0.193082,1
4887,5095,0.1086849,0.0507848,0.1550874,0.0878008,0.0410018,1.3087862,0.0191491,0.0630502,0.1325991,13.3184643,187.8683319,1.5480754,0.1788202,1
4888,5096,0.0987918,0.056444,0.1266193,0.0849095,0.035728,1.3534137,0.0191491,0.0990502,0.1411942,13.6952772,229.3154449,2.2087002,0.1415336,1
4889,5097,0.0773664,0.056444,0.1266193,0.0849095,0.035728,1.3534137,0.0191491,0.0990502,0.1411942,14.0708933,270.9631958,2.867866,0.1201082,1
4890,5098,0.0813483,-0.0456386,0.1270766,0.0751183,0.0317993,1.254563,0.0315782,0.0495321,0.120777,14.7498035,279.2397156,2.427474,0.153022,1
4891,5099,0.0955444,-0.0456386,0.1270766,0.0751183,0.0317993,1.254563,0.0315782,0.0495321,0.120777,15.4416647,286.0693054,1.941399,0.1672181,1
4892,5100,0.0947997,-0.1321932,0.1382077,0.071182,0.0402178,1.0952801,0.0315782,-0.0046532,0.0959123,16.0789833,287.043396,1.4929309,0.1953203,1
4893,5101,0.0934761,-0.1321932,0.1382077,0.071182,0.0402178,1.0952801,0.0593829,-0.0046532,0.0959123,16.0497723,216.6717377,1.4902196,0.1939967,1
4894,5102,0.1005561,-0.0675545,0.1371281,0.0871985,0.0464286,1.1725211,0.0593829,0.0399146,0.1046975,16.021759,146.364212,1.4864657,0.1656108,1
4895,5103,0.1072727,-0.0675545,0.1371281,0.0871985,0.0464286,1.1725211,0.0593829,0.0399146,0.1046975,15.9283533,90.4725723,1.5906785,0.1723274,1
4896,5104,0.0824373,0.0305992,0.1358333,0.0802457,0.0424474,1.3732997,0.0155537,0.0907009,0.1360174,15.5559397,94.9964447,2.1538653,0.1283199,1
4897,5105,0.0788401,0.0305992,0.1358333,0.0802457,0.0424474,1.3732997,0.0155537,0.0907009,0.1360174,15.1847239,99.5199203,2.7182314,0.1247227,1
4898,5106,0.0982926,0.0110632,0.1294471,0.0752908,0.0321191,1.3659928,0.0155537,0.0958519,0.1426667,14.7152996,103.9993896,3.1108232,0.1457564,1
4899,5107,0.1341256,0.0110632,0.1294471,0.0752908,0.0321191,1.3659928,0.018543,0.0958519,0.1426667,14.0234365,108.3915787,3.1160953,0.1815894,1
4900,5108,0.1211378,-0.0246338,0.1374858,0.0751445,0.0246888,1.2976744,0.018543,0.0838068,0.1350022,13.3315725,112.8000031,3.1213884,0.1729191,1
4901,5109,0.1002163,-0.0246338,0.1374858,0.0751445,0.0246888,1.2976744,0.018543,0.0838068,0.1350022,12.7774019,118.0191879,3.101882,0.1519976,1
4902,5110,0.1227354,0.0409108,0.1647677,0.091357,0.0431711,1.2959532,0.019365,0.0940813,0.1309322,12.4104424,124.3231201,3.0486951,0.1600459,1
4903,5111,0.109767,0.0409108,0.1647677,0.091357,0.0431711,1.2959532,0.019365,0.0940813,0.1309322,12.0446777,130.6336517,2.9953768,0.1470775,1
4904,5112,0.1080793,0.0054963,0.1615177,0.1108467,0.0557859,1.2465509,0.019365,0.0504965,0.1183049,11.6914501,133.8890381,2.9135573,0.1762952,1
4905,5113,0.1238698,0.0054963,0.1615177,0.1108467,0.0557859,1.2465509,0.0270345,0.0504965,0.1183049,11.3481045,134.5246124,2.8073096,0.1920857,1
4906,5114,0.1136155,-0.041459,0.1512132,0.0875972,0.0332491,1.2160183,0.0270345,0.0314716,0.1212548,11.0047579,135.1246948,2.7005916,0.2037426,1
4907,5115,0.0979005,-0.041459,0.1512132,0.0875972,0.0332491,1.2160183,0.0270345,0.0314716,0.1212548,10.8769321,148.1787415,2.3478851,0.1880276,1
4908,5116,0.1247863,0.1129973,0.164944,0.0887503,0.0407849,1.3424318,0.0054903,0.0894713,0.1409081,10.862215,167.7225494,1.8663059,0.1768799,1
4909,5117,0.1413018,0.1129973,0.164944,0.0887503,0.0407849,1.3424318,0.0054903,0.0894713,0.1409081,10.8486929,187.264679,1.3834362,0.1933954,1
4910,5118,0.1458142,0.2772217,0.1790541,0.0868042,0.0304484,1.4594877,0.0054903,0.1417676,0.1527901,10.8766918,182.3632812,1.2129843,0.1570807,3
4911,5119,0.1523659,0.2772217,0.1790541,0.0868042,0.0304484,1.4594877,-0.0041397,0.1417676,0.1527901,10.914465,170.2666779,1.1354225,0.1636324,3
4912,5120,0.1108714,0.2739949,0.1546683,0.0820106,0.0337606,1.4279301,-0.0041397,0.1169346,0.1520406,10.9498472,158.0930786,1.0596248,0.1466128,3
4913,5121,0.1306286,0.2739949,0.1546683,0.0820106,0.0337606,1.4279301,-0.0041397,0.1169346,0.1520406,10.3511972,139.562851,2.0406559,0.16637,3
4914,5122,0.1400988,0.1863909,0.1521467,0.0811657,0.0406627,1.3522505,0.015645,0.1035088,0.1415372,9.6737709,120.368576,3.1520813,0.1786926,2
4915,5123,0.1257271,0.1863909,0.1521467,0.0811657,0.0406627,1.3522505,0.015645,0.1035088,0.1415372,8.9925728,101.4541168,4.2547817,0.1643209,2
4916,5124,0.0875535,-0.003248,0.1227045,0.0831488,0.0362096,1.3096397,0.015645,0.0695357,0.1322349,7.9521894,105.2089005,4.0230074,0.1508346,1
4917,5125,0.0867664,-0.003248,0.1227045,0.0831488,0.0362096,1.3096397,0.029858,0.0695357,0.1322349,6.9118061,108.9629059,3.7890983,0.1500475,1
4918,5126,0.1037594,-0.3158573,0.1496099,0.0820734,0.0452744,0.9988039,0.029858,-0.0787097,0.0856726,5.9968896,114.6240921,3.5309122,0.2670406,1
4919,5127,0.0978985,-0.3158573,0.1496099,0.0820734,0.0452744,0.9988039,0.029858,-0.0787097,0.0856726,5.9730625,133.8203278,3.1152747,0.2611797,1
4920,5128,0.0942383,-0.347833,0.1498513,0.1036451,0.0612331,0.8653581,0.0770201,-0.1424076,0.0648849,5.9516234,153.0258484,2.7005346,0.2996329,1
4921,5129,0.0960282,-0.347833,0.1498513,0.1036451,0.0612331,0.8653581,0.0770201,-0.1424076,0.0648849,5.9377527,169.7281647,2.4458442,0.3014228,1
4922,5130,0.111224,-0.4649012,0.1626073,0.1032357,0.0593955,0.8229885,0.0770201,-0.1626575,0.0521401,5.9411941,178.4612274,2.695529,0.3242152,1
4923,5131,0.1174522,-0.4649012,0.1626073,0.1032357,0.0593955,0.8229885,0.0832629,-0.1626575,0.0521401,5.9446349,187.1650391,2.945446,0.3304434,1
4924,5132,0.1115174,-0.3526697,0.1616595,0.1187141,0.064918,0.7911659,0.0832629,-0.1805982,0.0411087,6.0684915,196.2373199,3.2909212,0.3315904,1
4925,5133,0.1253291,-0.3526697,0.1616595,0.1187141,0.064918,0.7911659,0.0832629,-0.1805982,0.0411087,6.4105315,206.0107727,3.8088698,0.3454021,1
4926,5134,0.1135809,-0.153834,0.1813843,0.0956175,0.0509554,0.8804696,0.0712214,-0.118806,0.068897,6.7537642,215.7732544,4.3272858,0.2997599,1
4927,5135,0.1588589,-0.153834,0.1813843,0.0956175,0.0509554,0.8804696,0.0712214,-0.118806,0.068897,7.2690215,222.244873,4.6557159,0.3450379,1
4928,5136,0.2429577,0.0492041,0.217728,0.1030988,0.0495086,1.1471423,0.0712214,0.00081,0.1051868,7.9741049,225.0492096,4.7715936,0.3473433,1
4929,5137,0.2330339,0.0492041,0.217728,0.1030988,0.0495086,1.1471423,0.0368551,0.00081,0.1051868,8.6779947,227.8413544,4.8869047,0.3374195,1
4930,5138,0.1745335,0.1064891,0.1983344,0.0799921,0.0515385,1.2304231,0.0368551,0.0163789,0.1365844,9.3774948,207.5758972,4.6007996,0.2950085,1
4931,5139,0.1675566,0.1064891,0.1983344,0.0799921,0.0515385,1.2304231,0.0368551,0.0163789,0.1365844,10.074522,171.2257233,4.0382271,0.2880316,1
4932,5140,0.2687045,-0.1319915,0.2181679,0.1146393,0.068487,1.1503614,0.0401419,0.0135488,0.1303437,10.7715483,134.8426056,3.4793348,0.385706,1
4933,5141,0.2720764,-0.1319915,0.2181679,0.1146393,0.068487,1.1503614,0.0401419,0.0135488,0.1303437,9.5206375,116.5441742,4.3153634,0.3890779,1
4934,5142,0.2414001,-0.2494593,0.2498685,0.1292776,0.0736557,1.1025522,0.0401419,-0.0103141,0.1083988,7.4537907,105.8601837,5.7306557,0.3599805,1
4935,5143,0.2465309,-0.2494593,0.2498685,0.1292776,0.0736557,1.1025522,0.0325196,-0.0103141,0.1083988,5.3821769,95.2560501,7.1446285,0.3651113,1
4936,5144,0.1738796,0.0625316,0.1629495,0.0865405,0.0426444,1.3136246,0.0219686,0.0838436,0.1399514,14.6117601,128.1919556,2.6140158,0.2306535,1
4937,5145,0.1498984,0.0625316,0.1629495,0.0865405,0.0426444,1.3136246,0.0219686,0.0838436,0.1399514,13.8641825,169.9020844,1.8674623,0.2066723,1
4938,5146,0.1125,-0.0214125,0.1432987,0.0803255,0.0351859,1.2899851,0.0219686,0.0808335,0.127581,13.1142092,211.3588715,1.1210276,0.1597346,1
4939,5147,0.1167464,-0.0214125,0.1432987,0.0803255,0.0351859,1.2899851,0.0206489,0.0808335,0.127581,13.4161186,236.6103668,1.6854215,0.163981,1
4940,5148,0.0897523,-0.0799768,0.1283167,0.0727874,0.0275302,1.3127531,0.0206489,0.0729533,0.1300903,13.9057198,259.1686707,2.4834216,0.1474367,1
4941,5149,0.0688349,-0.0799768,0.1283167,0.0727874,0.0275302,1.3127531,0.0206489,0.0729533,0.1300903,14.3941231,281.9276123,3.2799625,0.1265193,1
4942,5150,0.0811956,-0.0189332,0.1326759,0.086181,0.035868,1.33,0.0150255,0.0677134,0.137931,15.0787268,291.2401123,2.7326815,0.1520752,1
4943,5151,0.1040977,-0.0189332,0.1326759,0.086181,0.035868,1.33,0.0150255,0.0677134,0.137931,15.7705879,300.0325317,2.1370213,0.1749773,1
4944,5152,0.1038605,0.1249968,0.1547458,0.081981,0.0378007,1.3690667,0.0150255,0.1020115,0.1453965,16.3949528,301.9122314,1.5983361,0.1478987,2
4945,5153,0.1007825,0.1249968,0.1547458,0.081981,0.0378007,1.3690667,0.0113328,0.1020115,0.1453965,16.2529526,225.4995575,1.6938425,0.1448207,2
4946,5154,0.0963687,0.1657588,0.1469379,0.0704908,0.0315298,1.3766234,0.0113328,0.0951821,0.1429207,16.1121521,149.1510315,1.7883065,0.1447657,2
4947,5155,0.102735,0.1657588,0.1469379,0.0704908,0.0315298,1.3766234,0.0113328,0.0951821,0.1429207,15.9041166,88.8144379,1.9524424,0.151132,2
4948,5156,0.0989619,0.0727402,0.1288558,0.0604192,0.0285031,1.3409563,0.0155833,0.0992509,0.1412631,15.4189148,93.3755188,2.4045165,0.1415715,1
4949,5157,0.0809707,0.0727402,0.1288558,0.0604192,0.0285031,1.3409563,0.0155833,0.0992509,0.1412631,14.9349108,97.936203,2.8577697,0.1235803,1
4950,5158,0.0829268,-0.0083346,0.1245937,0.068121,0.0295576,1.3452566,0.0155833,0.101537,0.1353653,14.3863792,101.9601898,3.1705263,0.1172265,1
4951,5159,0.1139909,-0.0083346,0.1245937,0.068121,0.0295576,1.3452566,0.017329,0.101537,0.1353653,13.6945162,104.821785,3.173846,0.1482906,1
4952,5160,0.1088008,-0.050405,0.1328265,0.0602763,0.024262,1.331756,0.017329,0.101983,0.1348647,13.0026531,107.6996155,3.1771865,0.142141,1
4953,5161,0.0851311,-0.050405,0.1328265,0.0602763,0.024262,1.331756,0.017329,0.101983,0.1348647,12.4016771,111.7884064,3.1615949,0.1184713,1
4954,5162,0.1382653,-0.0021471,0.1445518,0.0818106,0.0426256,1.3044567,0.0215283,0.0784495,0.130037,11.9219294,117.4688873,3.1208131,0.1903845,1
4955,5163,0.1198146,-0.0021471,0.1445518,0.0818106,0.0426256,1.3044567,0.0215283,0.0784495,0.130037,11.4433765,123.155983,3.0798998,0.1719338,1
