OID_,pointid,grid_code,dCSI,NDVIre1n,NDVIre2n,NDVIre3n,CSI,BSI,NBR,NBR2,Elevation,Aspect,Slope,NDVI_NDBI,dCSI_cat
1,2,0.1513992,-0.0427957,0.1525857,0.0636292,0.0211161,1.5027747,0.0058751,0.1437396,0.1559719,17.936285,59.2364578,2.5973642,0.163912,1
2,5,0.1143384,0.0211213,0.1498965,0.0790752,0.0252908,1.4440978,0.0058751,0.1302578,0.1443826,18.4945049,181.2394257,1.7063861,0.128734,1
3,6,0.1347816,0.0810226,0.1686721,0.0739847,0.0326696,1.4627601,0.0058751,0.1258976,0.1598804,18.3607292,131.9524536,2.0945082,0.1694625,1
4,7,0.1336127,0.0810226,0.1686721,0.0739847,0.0326696,1.4627601,0.0058751,0.1258976,0.1598804,18.1885738,82.1992264,2.5537527,0.1682936,1
5,12,0.1131403,0.0211213,0.1498965,0.0790752,0.0252908,1.4440978,0.0058751,0.1302578,0.1443826,18.8092003,281.8709412,1.2870548,0.1275359,1
6,13,0.1464536,0.0810226,0.1686721,0.0739847,0.0326696,1.4627601,0.0058751,0.1258976,0.1598804,18.786375,204.2873077,1.5907758,0.1811345,1
7,14,0.1666667,0.0810226,0.1686721,0.0739847,0.0326696,1.4627601,0.0058751,0.1258976,0.1598804,18.7270126,118.7161407,1.9676425,0.2013476,1
8,16,0.2143054,-0.028801,0.2187423,0.0828221,0.028512,1.5253086,-0.0164589,0.163871,0.1722023,18.9182091,295.7714539,7.005547,0.2228787,1
9,17,0.1827605,-0.028801,0.2187423,0.0828221,0.028512,1.5253086,-0.0164589,0.163871,0.1722023,19.4659405,310.5970154,6.2303853,0.1913338,1
10,18,0.1391885,-0.0367616,0.1765795,0.0764345,0.0217042,1.3770314,0.0091354,0.1092883,0.146753,20.0100632,325.4923706,5.4599562,0.1772638,1
11,19,0.1749308,-0.0367616,0.1765795,0.0764345,0.0217042,1.3770314,0.0091354,0.1092883,0.146753,20.1753216,302.0586548,4.9773459,0.2130061,1
12,20,0.2010776,0.0701038,0.1856952,0.079911,0.0269334,1.455289,0.0091354,0.123327,0.1587156,19.5427513,197.115921,5.0962558,0.2371728,1
13,23,0.1086664,1.31e-05,0.145627,0.070922,0.0275992,1.4230367,0.0135305,0.1282519,0.1463687,18.9665108,329.2023315,1.0159894,0.1271298,1
14,24,0.141341,-0.0484014,0.1505893,0.0783391,0.0238881,1.3428426,0.0135305,0.0899397,0.1435428,19.0,241.7499237,1.2696031,0.1956451,1
15,25,0.1261153,-0.0484014,0.1505893,0.0783391,0.0238881,1.3428426,0.0135305,0.0899397,0.1435428,19.0,143.5054474,1.5946387,0.1804194,1
16,26,0.1820062,-0.1210744,0.1943675,0.0885756,0.0345931,1.261336,0.0155359,0.0382181,0.1261185,18.9930515,47.1874084,1.9142102,0.2703323,1
17,27,0.222839,-0.1210744,0.1943675,0.0885756,0.0345931,1.261336,0.0155359,0.0382181,0.1261185,18.6462383,50.4060249,1.9573935,0.3111651,1
18,28,0.1449007,0.0300938,0.1616712,0.1018738,0.0572432,1.053542,0.0155359,-0.0120884,0.0982358,18.299427,53.6232643,1.9994389,0.2550941,1
19,29,0.2196185,-0.028801,0.2187423,0.0828221,0.028512,1.5253086,-0.0164589,0.163871,0.1722023,18.6666756,279.6355591,7.0910883,0.2281918,1
20,30,0.2189189,-0.028801,0.2187423,0.0828221,0.028512,1.5253086,-0.0164589,0.163871,0.1722023,19.5527878,287.9159241,5.8720746,0.2274922,1
21,31,0.1675179,-0.0367616,0.1765795,0.0764345,0.0217042,1.3770314,0.0091354,0.1092883,0.146753,20.4352932,296.2660828,4.657793,0.2055932,1
22,32,0.1392468,-0.0367616,0.1765795,0.0764345,0.0217042,1.3770314,0.0091354,0.1092883,0.146753,20.8591995,272.4255981,3.9006565,0.1773221,1
23,33,0.1341699,0.0701038,0.1856952,0.079911,0.0269334,1.455289,0.0091354,0.123327,0.1587156,20.3394241,181.7402191,4.081017,0.1702651,1
24,36,0.1020954,1.31e-05,0.145627,0.070922,0.0275992,1.4230367,0.0135305,0.1282519,0.1463687,18.9683552,323.8336182,0.8914557,0.1205588,1
25,37,0.1098528,-0.0484014,0.1505893,0.0783391,0.0238881,1.3428426,0.0135305,0.0899397,0.1435428,19.0,244.5938721,1.1321229,0.1641569,1
26,38,0.1128994,-0.0484014,0.1505893,0.0783391,0.0238881,1.3428426,0.0135305,0.0899397,0.1435428,19.0,156.6511993,1.4405913,0.1672035,1
27,39,0.1159696,-0.1210744,0.1943675,0.0885756,0.0345931,1.261336,0.0155359,0.0382181,0.1261185,18.9912071,70.9176483,1.7452308,0.2042957,1
28,40,0.1397683,-0.1210744,0.1943675,0.0885756,0.0345931,1.261336,0.0155359,0.0382181,0.1261185,18.6443939,74.2668076,1.8953985,0.2280944,1
29,41,0.119856,0.0300938,0.1616712,0.1018738,0.0572432,1.053542,0.0155359,-0.0120884,0.0982358,18.2975826,77.6145859,2.0444281,0.2300494,1
30,45,0.2363829,0.0628186,0.2334677,0.0944269,0.0360342,1.5252051,-0.0164589,0.1558634,0.1724472,18.4187489,263.4298401,7.1718969,0.2534248,1
31,46,0.2614583,0.0628186,0.2334677,0.0944269,0.0360342,1.5252051,-0.0164589,0.1558634,0.1724472,19.6432419,265.1650696,5.5090318,0.2785002,1
32,47,0.1673267,0.0177056,0.180172,0.0797267,0.0269844,1.4046336,0.0091354,0.1203791,0.1528982,20.86413,266.9700623,3.8508985,0.2004555,1
33,48,0.1011342,0.0177056,0.180172,0.0797267,0.0269844,1.4046336,0.0091354,0.1203791,0.1528982,21.544281,242.9445038,2.8246222,0.134263,1
34,49,0.111576,-0.0009246,0.1473729,0.0656616,0.0277406,1.3859649,0.0091354,0.1236717,0.1531571,21.1372986,166.5164795,3.066433,0.1416306,1
35,53,0.1200729,-0.00696,0.1595604,0.0767347,0.0290618,1.3942918,0.0135305,0.1179487,0.1462094,18.9702015,318.3995361,0.7667102,0.1488295,1
36,54,0.1261916,-0.0169189,0.1591054,0.0752816,0.0308771,1.3208737,0.0135305,0.0842409,0.135906,19.0,247.5474396,0.9944662,0.1784551,1
37,55,0.1212629,-0.0169189,0.1591054,0.0752816,0.0308771,1.3208737,0.0135305,0.0842409,0.135906,19.0,169.9065552,1.2863678,0.1735264,1
38,56,0.091236,0.005183,0.1525644,0.0673347,0.0337733,1.2461394,0.0155359,0.0718784,0.1270425,18.9893627,94.6492844,1.5773895,0.1469085,1
39,57,0.1464789,0.005183,0.1525644,0.0673347,0.0337733,1.2461394,0.0155359,0.0718784,0.1270425,18.6425495,98.1289749,1.8345413,0.2021514,1
40,58,0.1465704,0.0960159,0.1536195,0.0840419,0.0402277,1.206426,0.0155359,0.0465799,0.1118061,18.2957382,101.6072922,2.0905552,0.212138,1
41,67,0.1771694,0.0177056,0.180172,0.0797267,0.0269844,1.4046336,0.0017884,0.1203791,0.1528982,20.620266,246.8995667,3.9540799,0.2102982,1
42,68,0.10726,0.0177056,0.180172,0.0797267,0.0269844,1.4046336,0.0017884,0.1203791,0.1528982,21.4294548,225.6021118,2.8963046,0.1403888,1
43,69,0.1063263,-0.0009246,0.1473729,0.0656616,0.0277406,1.3859649,0.0017884,0.1236717,0.1531571,21.2000237,167.0920563,2.9311433,0.1363809,1
44,70,0.1098705,-0.0009246,0.1473729,0.0656616,0.0277406,1.3859649,0.0082322,0.1236717,0.1531571,20.9681892,108.3491669,2.9708006,0.1399251,1
45,74,0.2057923,0.0488074,0.1874533,0.0707071,0.0255859,1.4971751,-0.0006388,0.1465309,0.1822382,18.373064,14.4802542,3.3185179,0.2424792,1
46,75,0.1819939,0.0488074,0.1874533,0.0707071,0.0255859,1.4971751,-0.0057784,0.1465309,0.1822382,18.3167248,7.5146375,3.1230781,0.2186808,1
47,78,0.2271386,0.0433205,0.218638,0.0839532,0.0282258,1.5997491,-0.0018648,0.1595044,0.1708713,18.154911,261.2867737,1.8999127,0.238824,1
48,79,0.2149171,0.0433205,0.218638,0.0839532,0.0282258,1.5997491,-0.0018648,0.1595044,0.1708713,18.4216862,283.0119629,1.4936002,0.2266025,1
49,80,0.183503,-0.00696,0.1595604,0.0767347,0.0290618,1.3942918,-0.0018648,0.1179487,0.1462094,18.7667675,286.3854065,1.0923045,0.2122596,1
50,81,0.1274095,-0.00696,0.1595604,0.0767347,0.0290618,1.3942918,0.0186313,0.1179487,0.1462094,19.1118488,289.6074829,0.6894925,0.1561661,1
51,82,0.142987,-0.0169189,0.1591054,0.0752816,0.0308771,1.3208737,0.0186313,0.0842409,0.135906,19.0500221,232.758194,0.9703107,0.1952505,1
52,83,0.1142074,-0.0169189,0.1591054,0.0752816,0.0308771,1.3208737,0.0186313,0.0842409,0.135906,18.9548244,170.4279022,1.3097076,0.1664709,1
53,84,0.1108059,0.005183,0.1525644,0.0673347,0.0337733,1.2461394,0.0203769,0.0718784,0.1270425,18.8529053,110.2517776,1.6474459,0.1664784,1
54,85,0.1423282,0.005183,0.1525644,0.0673347,0.0337733,1.2461394,0.0203769,0.0718784,0.1270425,18.5078239,113.8510742,1.9796292,0.1980007,1
55,86,0.1315849,0.0960159,0.1536195,0.0840419,0.0402277,1.206426,0.0203769,0.0465799,0.1118061,18.1627407,117.4519958,2.3114274,0.1971525,1
56,87,0.0957821,0.0960159,0.1536195,0.0840419,0.0402277,1.206426,0.0132365,0.0465799,0.1118061,17.8108101,121.0095444,2.6186924,0.1613497,1
57,88,0.1311809,0.0942036,0.1754813,0.0703204,0.0375,1.2301992,0.0132365,0.0434205,0.1236046,17.4215317,124.3179626,2.7920852,0.2117977,1
58,89,0.1589567,0.0942036,0.1754813,0.0703204,0.0375,1.2301992,0.0132365,0.0434205,0.1236046,17.0334549,127.6264801,2.966176,0.2395735,1
59,90,0.1282451,0.0400307,0.1689455,0.0817071,0.0389289,1.3581045,0.0092558,0.1009441,0.1562926,16.576416,131.5213623,3.1051071,0.1844808,1
60,91,0.1335992,0.0400307,0.1689455,0.0817071,0.0389289,1.3581045,0.0092558,0.1009441,0.1562926,15.9285746,137.0188904,3.1484635,0.1898349,1
61,92,0.1614044,-0.016181,0.1786949,0.0789363,0.0246542,1.4129354,0.0092558,0.1224836,0.1534862,15.2795334,142.5335388,3.1942201,0.193001,1
62,93,0.1401823,-0.016181,0.1786949,0.0789363,0.0246542,1.4129354,0.0127946,0.1224836,0.1534862,14.7471581,145.5501099,3.248445,0.1717789,1
63,96,0.2277331,0.0838753,0.2013319,0.0813187,0.0320366,1.4234613,0.0017884,0.1545475,0.1558615,19.7258797,235.7359619,4.9403353,0.2290795,1
64,97,0.1389908,0.0838753,0.2013319,0.0813187,0.0320366,1.4234613,0.0017884,0.1545475,0.1558615,20.5295906,220.2502747,4.0915904,0.1403372,1
65,98,0.14924,0.1035454,0.1640385,0.0712401,0.028034,1.3670033,0.0017884,0.1168224,0.137881,20.5257492,183.5860138,3.6743286,0.1706433,1
66,99,0.1505017,0.1035454,0.1640385,0.0712401,0.028034,1.3670033,0.0082322,0.1168224,0.137881,20.5195026,146.6889343,3.2618856,0.171905,1
67,100,0.1174329,0.0347761,0.1788402,0.0823003,0.0375998,1.3635433,0.0082322,0.076814,0.1480916,20.3468323,109.9744339,2.9537692,0.1895307,1
68,101,0.1257691,0.0347761,0.1788402,0.0823003,0.0375998,1.3635433,0.0082322,0.076814,0.1480916,19.9761772,73.8309021,2.7676654,0.1978669,1
69,102,0.1865652,-0.1195302,0.1937224,0.0861223,0.0276546,1.3395708,-0.0006388,0.0844041,0.1433286,19.6007175,37.8836861,2.5858333,0.2462113,1
70,103,0.1956155,-0.1195302,0.1937224,0.0861223,0.0276546,1.3395708,-0.0006388,0.0844041,0.1433286,19.3411922,21.5444412,2.5403664,0.2552616,1
71,104,0.1639115,-0.1605709,0.1659741,0.0719101,0.0247046,1.3213296,-0.0006388,0.0918239,0.1396568,19.1708565,19.5567474,2.5914192,0.2123658,1
72,105,0.1253823,-0.1605709,0.1659741,0.0719101,0.0247046,1.3213296,-0.0057784,0.0918239,0.1396568,19.0017223,17.5165977,2.6398742,0.1738366,1
73,106,0.1430847,-0.1633986,0.1576705,0.0718983,0.0223709,1.3448845,-0.0057784,0.1004453,0.1472795,18.8337879,55.8460808,2.3544066,0.1906222,1
74,107,0.2117333,-0.1633986,0.1576705,0.0718983,0.0223709,1.3448845,-0.0057784,0.1004453,0.1472795,18.667057,112.5451126,1.9207593,0.2592708,1
75,108,0.1984877,-0.1093049,0.188503,0.0862522,0.03375,1.3906951,-0.0018648,0.1039679,0.1592837,18.5015278,169.6542969,1.4871258,0.254735,1
76,109,0.1780392,-0.1093049,0.188503,0.0862522,0.03375,1.3906951,-0.0018648,0.1039679,0.1592837,18.7487717,194.9833221,1.1958455,0.2342865,1
77,110,0.1660777,-0.0994784,0.1577228,0.0737936,0.0279677,1.2723076,-0.0018648,0.0545455,0.1428571,19.093853,212.5718842,0.9369915,0.2550829,1
78,111,0.1385513,-0.0994784,0.1577228,0.0737936,0.0279677,1.2723076,0.0186313,0.0545455,0.1428571,19.4389343,230.0090942,0.6766213,0.2275565,1
79,112,0.1522048,0.0570618,0.1719128,0.0775147,0.0331846,1.3424104,0.0186313,0.099455,0.1432275,19.1661415,193.9646912,1.1012613,0.1966098,1
80,113,0.1558411,0.0570618,0.1719128,0.0775147,0.0331846,1.3424104,0.0186313,0.099455,0.1432275,18.845356,153.3505402,1.5803046,0.2002461,1
81,114,0.1657445,0.0537157,0.1627513,0.0795834,0.0307692,1.3452498,0.0203769,0.0832772,0.1365751,18.5258198,114.3396301,2.053391,0.2196555,1
82,115,0.1394164,0.0537157,0.1627513,0.0795834,0.0307692,1.3452498,0.0203769,0.0832772,0.1365751,18.1807384,117.7869873,2.4218004,0.1933274,1
83,116,0.1229617,0.0837162,0.1429148,0.0668928,0.0185285,1.3493804,0.0203769,0.1151413,0.1375128,17.8356571,121.2359619,2.789825,0.1456932,1
84,117,0.1048353,0.0837162,0.1429148,0.0668928,0.0185285,1.3493804,0.0132365,0.1151413,0.1375128,17.4656754,124.6626053,3.11639,0.1275668,1
85,118,0.0955943,0.1688479,0.1722459,0.0761781,0.0306814,1.4051557,0.0132365,0.1238014,0.145292,16.963604,127.9622345,3.2241495,0.1174786,2
86,119,0.1279912,0.1688479,0.1722459,0.0761781,0.0306814,1.4051557,0.0132365,0.1238014,0.145292,16.4627323,131.2619629,3.332607,0.1498755,2
87,120,0.1290172,0.0397079,0.1564829,0.0799205,0.0319149,1.3412346,0.0092558,0.1031887,0.1401274,15.9534397,134.7197876,3.3612261,0.1664979,1
88,121,0.115007,0.0397079,0.1564829,0.0799205,0.0319149,1.3412346,0.0092558,0.1031887,0.1401274,15.4183931,138.6062012,3.1787679,0.1524877,1
89,122,0.1344558,0.0878668,0.169859,0.0752563,0.0296406,1.3750619,0.0092558,0.1055543,0.1440068,14.8821468,142.5097198,2.9987102,0.1735018,1
90,123,0.1347076,0.0878668,0.169859,0.0752563,0.0296406,1.3750619,0.0127946,0.1055543,0.1440068,14.4200745,141.9928436,2.8367159,0.1737536,1
91,127,0.2021484,0.0838753,0.2013319,0.0813187,0.0320366,1.4234613,0.0017884,0.1545475,0.1558615,18.8302917,224.5503845,5.9323359,0.2034948,1
92,128,0.1398463,0.0838753,0.2013319,0.0813187,0.0320366,1.4234613,0.0017884,0.1545475,0.1558615,19.6321316,215.1313019,5.2820573,0.1411927,1
93,129,0.1936303,0.1035454,0.1640385,0.0712401,0.028034,1.3670033,0.0017884,0.1168224,0.137881,19.8538761,200.3128204,4.4126954,0.2150336,1
94,130,0.19094,0.1035454,0.1640385,0.0712401,0.028034,1.3670033,0.0082322,0.1168224,0.137881,20.0732174,185.2615204,3.5481527,0.2123433,1
95,131,0.1592837,0.0347761,0.1788402,0.0823003,0.0375998,1.3635433,0.0082322,0.076814,0.1480916,20.2288322,151.7241974,2.8128104,0.2313815,1
96,132,0.1372941,0.0347761,0.1788402,0.0823003,0.0375998,1.3635433,0.0082322,0.076814,0.1480916,20.3093548,97.1552505,2.2257552,0.2093919,1
97,133,0.1336309,-0.1195302,0.1937224,0.0861223,0.0276546,1.3395708,-0.0006388,0.0844041,0.1433286,20.3850708,42.7826157,1.6429714,0.193277,1
98,134,0.1314406,-0.1195302,0.1937224,0.0861223,0.0276546,1.3395708,-0.0006388,0.0844041,0.1433286,20.250576,21.7479324,1.5719711,0.1910867,1
99,135,0.1087013,-0.1605709,0.1659741,0.0719101,0.0247046,1.3213296,-0.0006388,0.0918239,0.1396568,19.9674454,24.6856995,1.8669183,0.1571556,1
100,136,0.1032028,-0.1605709,0.1659741,0.0719101,0.0247046,1.3213296,-0.0057784,0.0918239,0.1396568,19.6855183,27.5710125,2.1592677,0.1516571,1
101,137,0.1154706,-0.1633986,0.1576705,0.0718983,0.0223709,1.3448845,-0.0057784,0.1004453,0.1472795,19.4047909,40.8564568,1.9442556,0.1630081,1
102,138,0.1187123,-0.1633986,0.1576705,0.0718983,0.0223709,1.3448845,-0.0057784,0.1004453,0.1472795,19.1252651,59.0289879,1.5092832,0.1662498,1
103,139,0.1225192,-0.1093049,0.188503,0.0862522,0.03375,1.3906951,-0.0018648,0.1039679,0.1592837,18.8469429,77.6116714,1.0743248,0.1787665,1
104,140,0.1332818,-0.1093049,0.188503,0.0862522,0.03375,1.3906951,-0.0018648,0.1039679,0.1592837,19.0758591,107.1059799,0.8996071,0.1895291,1
105,141,0.1317666,-0.0994784,0.1577228,0.0737936,0.0279677,1.2723076,-0.0018648,0.0545455,0.1428571,19.4209385,138.9096527,0.7831946,0.2207718,1
106,142,0.1354738,-0.0994784,0.1577228,0.0737936,0.0279677,1.2723076,0.0186313,0.0545455,0.1428571,19.7660198,170.5619965,0.6652659,0.224479,1
107,143,0.1450617,0.0570618,0.1719128,0.0775147,0.0331846,1.3424104,0.0186313,0.099455,0.1432275,19.2798595,155.4022522,1.2336979,0.1894667,1
108,144,0.1735337,0.0570618,0.1719128,0.0775147,0.0331846,1.3424104,0.0186313,0.099455,0.1432275,18.7334881,136.5042114,1.8523873,0.2179387,1
109,145,0.155596,0.0537157,0.1627513,0.0795834,0.0307692,1.3452498,0.0203769,0.0832772,0.1365751,18.1987362,118.4258652,2.4597216,0.209507,1
110,146,0.1288889,0.0537157,0.1627513,0.0795834,0.0307692,1.3452498,0.0203769,0.0832772,0.1365751,17.853653,121.721283,2.8643572,0.1827999,1
111,147,0.1271297,0.0837162,0.1429148,0.0668928,0.0185285,1.3493804,0.0203769,0.1151413,0.1375128,17.5085716,125.0183182,3.2686076,0.1498612,1
112,148,0.1212892,0.0837162,0.1429148,0.0668928,0.0185285,1.3493804,0.0132365,0.1151413,0.1375128,17.1193409,128.3155823,3.6133897,0.1440207,1
113,149,0.1722067,0.1688479,0.1722459,0.0761781,0.0306814,1.4051557,0.0132365,0.1238014,0.145292,16.5044765,131.6064148,3.6555157,0.194091,2
114,150,0.1889089,0.1688479,0.1722459,0.0761781,0.0306814,1.4051557,0.0132365,0.1238014,0.145292,15.890811,134.8973541,3.6983399,0.2107932,2
115,151,0.1530726,0.0397079,0.1564829,0.0799205,0.0319149,1.3412346,0.0092558,0.1031887,0.1401274,15.3316622,137.9010925,3.6149445,0.1905533,1
116,152,0.1162895,0.0397079,0.1564829,0.0799205,0.0319149,1.3412346,0.0092558,0.1031887,0.1401274,14.9094095,140.1763763,3.2066722,0.1537702,1
117,153,0.1250861,0.0878668,0.169859,0.0752563,0.0296406,1.3750619,0.0092558,0.1055543,0.1440068,14.4859581,142.4687958,2.8008003,0.1641321,1
118,154,0.1747002,0.0878668,0.169859,0.0752563,0.0296406,1.3750619,0.0127946,0.1055543,0.1440068,14.0929909,138.3671417,2.4228454,0.2137462,1
119,156,0.2554535,-0.0250823,0.208802,0.0797117,0.0229671,1.4981818,-0.0118545,0.1628615,0.1685563,15.9198513,232.5954132,6.6071,0.2613091,1
120,157,0.2255577,-0.0250823,0.208802,0.0797117,0.0229671,1.4981818,-0.0118545,0.1628615,0.1685563,16.8151493,225.7072144,6.4712439,0.2314133,1
121,158,0.1644271,0.1156546,0.1836387,0.0813546,0.0286984,1.3725296,0.003758,0.0851977,0.1454507,17.7140541,218.7957916,6.333436,0.2254361,1
122,159,0.1443253,0.1156546,0.1836387,0.0813546,0.0286984,1.3725296,0.003758,0.0851977,0.1454507,18.474617,213.6717377,5.9029436,0.2053343,1
123,160,0.1709685,0.1858407,0.1878487,0.0822821,0.0288169,1.3877354,0.003758,0.0944469,0.1489624,18.9730778,211.8590851,4.9349613,0.226262,2
124,161,0.1726027,0.1858407,0.1878487,0.0822821,0.0288169,1.3877354,0.0161299,0.0944469,0.1489624,19.4679317,210.0345306,3.9630973,0.2278962,2
125,162,0.1713802,0.1714524,0.2123873,0.0792018,0.0266145,1.4302073,0.0161299,0.1254173,0.1621745,19.9154015,181.9817505,3.0670426,0.2089006,2
126,163,0.1967556,0.1714524,0.2123873,0.0792018,0.0266145,1.4302073,0.0161299,0.1254173,0.1621745,20.3114662,124.1019516,2.2597578,0.234276,2
127,164,0.211105,-0.0175015,0.1624141,0.072431,0.0315698,1.3384181,0.0095363,0.0802806,0.1539197,20.7063293,66.0280151,1.4518968,0.2856654,1
128,165,0.1330561,-0.0175015,0.1624141,0.072431,0.0315698,1.3384181,0.0095363,0.0802806,0.1539197,20.6938095,43.7776642,1.3180265,0.2076165,1
129,166,0.0978639,-0.1107564,0.1471852,0.0772824,0.0348766,1.260308,0.0095363,0.0833333,0.1319534,20.3926468,47.02705,1.6633059,0.1470246,1
130,167,0.107025,-0.1107564,0.1471852,0.0772824,0.0348766,1.260308,0.0329674,0.0833333,0.1319534,20.0902824,50.3413048,2.010982,0.1561857,1
131,168,0.1307895,-0.1459711,0.1424814,0.0739749,0.0243711,1.2200375,0.0329674,0.0487642,0.1262017,19.7564754,47.4380989,1.8313359,0.2087065,1
132,169,0.0933649,-0.1459711,0.1424814,0.0739749,0.0243711,1.2200375,0.0329674,0.0487642,0.1262017,19.4096642,41.8660088,1.4265307,0.1712819,1
133,170,0.1259627,-0.1626401,0.1550511,0.0786517,0.035409,1.1926863,0.0295734,0.0434978,0.1284985,19.0628529,36.2774467,1.0207323,0.2114412,1
134,171,0.1317273,-0.1626401,0.1550511,0.0786517,0.035409,1.1926863,0.0295734,0.0434978,0.1284985,19.2163849,64.6880341,0.8961903,0.2172058,1
135,172,0.1268618,-0.1226202,0.1577484,0.0778521,0.0292422,1.204918,0.0295734,0.0551253,0.130216,19.4828491,100.7385941,0.8348848,0.2024954,1
136,173,0.131755,-0.1226202,0.1577484,0.0778521,0.0292422,1.204918,0.0267115,0.0551253,0.130216,19.7517147,136.9126892,0.7745166,0.2073886,1
137,174,0.1117047,0.0639791,0.1624155,0.0674675,0.0234165,1.3030303,0.0267115,0.1104348,0.1356147,19.1974545,132.1382904,1.3663014,0.1372675,1
138,175,0.1601691,0.0639791,0.1624155,0.0674675,0.0234165,1.3030303,0.0267115,0.1104348,0.1356147,18.5838985,124.6082916,2.0052507,0.1857319,1
139,176,0.1303004,0.0982715,0.1478858,0.07368,0.0302447,1.3471032,0.012005,0.0605774,0.1363933,17.9780083,117.6834564,2.6376865,0.206748,1
140,177,0.1192617,0.0982715,0.1478858,0.07368,0.0302447,1.3471032,0.012005,0.0605774,0.1363933,17.5559292,120.3652878,3.1114366,0.1957093,1
141,178,0.1510036,0.1070412,0.1522777,0.0688129,0.013547,1.3516539,0.012005,0.0996564,0.1439773,17.1362495,123.0658569,3.583868,0.1959698,1
142,179,0.1128371,0.1070412,0.1522777,0.0688129,0.013547,1.3516539,0.0180693,0.0996564,0.1439773,16.6728096,125.9083176,3.9655492,0.1578033,1
143,180,0.1317697,0.1170274,0.1591517,0.0768936,0.0269974,1.3546679,0.0180693,0.0895947,0.1397226,15.982645,129.3648224,3.9066303,0.1825331,2
144,181,0.1467501,0.1170274,0.1591517,0.0768936,0.0269974,1.3546679,0.0180693,0.0895947,0.1397226,15.2924795,132.8189087,3.8496728,0.1975135,2
145,182,0.1447481,0.0512614,0.1529077,0.0740671,0.0186849,1.2898089,0.0285773,0.0913601,0.1248258,14.7110844,137.7808838,3.6438692,0.1785999,1
146,183,0.1402151,0.0512614,0.1529077,0.0740671,0.0186849,1.2898089,0.0285773,0.0913601,0.1248258,14.4016266,146.3618317,3.0611312,0.1740669,1
147,184,0.1730727,0.1677266,0.1697807,0.0617512,0.0214577,1.3138686,0.0285773,0.1023751,0.1209144,14.0909681,154.6832886,2.4791212,0.1918443,2
148,185,0.1404682,0.1677266,0.1697807,0.0617512,0.0214577,1.3138686,0.0224108,0.1023751,0.1209144,13.7923155,152.8833466,1.992644,0.1592398,2
149,186,0.1333762,0.009755,0.1566372,0.0844223,0.0441382,1.3109328,0.0224108,0.017734,0.125822,13.5112877,136.2631226,1.6441419,0.2417059,1
150,187,0.1192566,0.009755,0.1566372,0.0844223,0.0441382,1.3109328,0.0224108,0.017734,0.125822,13.2278624,119.5642395,1.290738,0.2275863,1
151,191,0.2352941,-0.0250823,0.208802,0.0797117,0.0229671,1.4981818,-0.0118545,0.1628615,0.1685563,15.1925068,229.576355,5.8704243,0.2411497,1
152,192,0.1750833,-0.0250823,0.208802,0.0797117,0.0229671,1.4981818,-0.0118545,0.1628615,0.1685563,15.7494221,224.8658142,5.9176106,0.1809389,1
153,193,0.144969,0.1156546,0.1836387,0.0813546,0.0286984,1.3725296,0.003758,0.0851977,0.1454507,16.3099442,220.1320496,5.9628444,0.205978,1
154,194,0.1854513,0.1858407,0.1878487,0.0822821,0.0288169,1.3877354,0.003758,0.0944469,0.1489624,17.8089409,216.1394196,5.1720695,0.2407448,2
155,195,0.1896388,0.1858407,0.1878487,0.0822821,0.0288169,1.3877354,0.0161299,0.0944469,0.1489624,18.6421757,215.4329529,4.5644379,0.2449323,2
156,196,0.1989615,0.1714524,0.2123873,0.0792018,0.0266145,1.4302073,0.0161299,0.1254173,0.1621745,19.3205204,196.3144073,3.886411,0.2364819,2
157,197,0.2037745,0.1714524,0.2123873,0.0792018,0.0266145,1.4302073,0.0161299,0.1254173,0.1621745,19.82938,156.6581726,3.1332276,0.2412949,2
158,198,0.2015721,-0.0175015,0.1624141,0.072431,0.0315698,1.3384181,0.0095363,0.0802806,0.1539197,20.3370361,116.8078003,2.3794684,0.2761325,1
159,199,0.128971,-0.0175015,0.1624141,0.072431,0.0315698,1.3384181,0.0095363,0.0802806,0.1539197,20.4336147,98.7421265,2.1408939,0.2035314,1
160,200,0.0975182,-0.1107564,0.1471852,0.0772824,0.0348766,1.260308,0.0095363,0.0833333,0.1319534,20.245245,95.9037323,2.2611568,0.1466789,1
161,201,0.1140248,-0.1107564,0.1471852,0.0772824,0.0348766,1.260308,0.0329674,0.0833333,0.1319534,20.0556755,93.1302109,2.3838167,0.1631855,1
162,202,0.1528467,-0.1459711,0.1424814,0.0739749,0.0243711,1.2200375,0.0329674,0.0487642,0.1262017,19.7546291,89.495079,2.2003753,0.2307637,1
163,203,0.128414,-0.1459711,0.1424814,0.0739749,0.0243711,1.2200375,0.0329674,0.0487642,0.1262017,19.4078178,85.4723587,1.888899,0.206331,1
164,204,0.1410256,-0.1626401,0.1550511,0.0786517,0.035409,1.1926863,0.0295734,0.0434978,0.1284985,19.0610065,81.4331665,1.5764292,0.2265041,1
165,205,0.1505562,-0.1626401,0.1550511,0.0786517,0.035409,1.1926863,0.0295734,0.0434978,0.1284985,19.0318813,100.7728424,1.3975769,0.2360347,1
166,206,0.1170264,-0.1226202,0.1577484,0.0778521,0.0292422,1.204918,0.0295734,0.0551253,0.130216,19.0727577,125.2176056,1.2482257,0.19266,1
