OID_,pointid,grid_code,dNDVI,dNDVIre1n,dNDVIre2n,dNDVIre3n,dNBR,dNBR2,dCSI,dBSI,NDVI,NDVIre1n,NDVIre2n,NDVIre3n,CSI,BSI,NBR,NBR2,Elevation,Aspect,Slope,NDBI,dNDBI,dNDVI_dNDBI,dNDVI_dNDBI_divided_by_2,dCSI_cat,post_NDBI,NDVI_NDBI
84,117,0.1048353,0.0233219,-0.0087385,-0.0141883,-0.0068522,0.0688312,0.03038,0.0837162,-0.0029734,0.1048353,0.1429148,0.0668928,0.0185285,1.3493804,0.0132365,0.1151413,0.1375128,17.4656754,124.6626053,3.11639,0.0227315,-0.0383945,-6.17E-02,-0.0308582,2,0.061126,0.1275668
85,118,0.0955943,0.0307311,0.0284941,-0.0016116,0.0062041,0.0785605,0.0344849,0.1688479,-0.0029734,0.0955943,0.1722459,0.0761781,0.0306814,1.4051557,0.0132365,0.1238014,0.145292,16.963604,127.9622345,3.2241495,0.0218843,-0.0440123,-7.47E-02,-0.0373717,2,0.0658966,0.1174786
86,119,0.1279912,0.0565404,0.0284941,-0.0016116,0.0062041,0.0785605,0.0344849,0.1688479,-0.0029734,0.1279912,0.1722459,0.0761781,0.0306814,1.4051557,0.0132365,0.1238014,0.145292,16.4627323,131.2619629,3.332607,0.0218843,-0.0440123,-0.100552645,-0.0502763,2,0.0658966,0.1498755
87,120,0.1290172,0.0557253,0.0018553,-0.0069321,0.0068648,0.0476164,0.0139462,0.0397079,-0.0027509,0.1290172,0.1564829,0.0799205,0.0319149,1.3412346,0.0092558,0.1031887,0.1401274,15.9534397,134.7197876,3.3612261,0.0374807,-0.0336269,-8.94E-02,-0.0446761,1,0.0711076,0.1664979
88,121,0.115007,0.0314249,0.0018553,-0.0069321,0.0068648,0.0476164,0.0139462,0.0397079,-0.0027509,0.115007,0.1564829,0.0799205,0.0319149,1.3412346,0.0092558,0.1031887,0.1401274,15.4183931,138.6062012,3.1787679,0.0374807,-0.0336269,-6.51E-02,-0.0325259,1,0.0711076,0.1524877
89,122,0.1344558,0.0383808,0.0032384,-0.0171111,-0.0006181,0.0699766,0.013572,0.0878668,-0.0027509,0.1344558,0.169859,0.0752563,0.0296406,1.3750619,0.0092558,0.1055543,0.1440068,14.8821468,142.5097198,2.9987102,0.039046,-0.0562533,-9.46E-02,-0.047317,2,0.0952993,0.1735018
90,123,0.1347076,0.0462518,0.0032384,-0.0171111,-0.0006181,0.0699766,0.013572,0.0878668,0.0048588,0.1347076,0.169859,0.0752563,0.0296406,1.3750619,0.0127946,0.1055543,0.1440068,14.4200745,141.9928436,2.8367159,0.039046,-0.0562533,-0.102505077,-0.0512525,2,0.0952993,0.1737536
91,127,0.2021484,0.0705297,0.0262964,-0.0164815,-0.0003662,0.0827973,0.028322,0.0838753,0.0041025,0.2021484,0.2013319,0.0813187,0.0320366,1.4234613,0.0017884,0.1545475,0.1558615,18.8302917,224.5503845,5.9323359,0.0013464,-0.0549581,-0.125487793,-0.0627439,2,0.0563045,0.2034948
92,128,0.1398463,0.0427351,0.0262964,-0.0164815,-0.0003662,0.0827973,0.028322,0.0838753,0.0041025,0.1398463,0.2013319,0.0813187,0.0320366,1.4234613,0.0017884,0.1545475,0.1558615,19.6321316,215.1313019,5.2820573,0.0013464,-0.0549581,-9.77E-02,-0.0488466,2,0.0563045,0.1411927
93,129,0.1936303,0.1091188,0.0111925,-0.0156572,0.0020633,0.0686006,0.0267073,0.1035454,0.0041025,0.1936303,0.1640385,0.0712401,0.028034,1.3670033,0.0017884,0.1168224,0.137881,19.8538761,200.3128204,4.4126954,0.0214033,-0.0418878,-0.151006639,-0.0755033,2,0.0632911,0.2150336
94,130,0.19094,0.0996315,0.0111925,-0.0156572,0.0020633,0.0686006,0.0267073,0.1035454,-0.0037184,0.19094,0.1640385,0.0712401,0.028034,1.3670033,0.0082322,0.1168224,0.137881,20.0732174,185.2615204,3.5481527,0.0214033,-0.0418878,-0.141519368,-0.0707597,2,0.0632911,0.2123433
95,131,0.1592837,0.080865,0.026479,0.0057188,0.0114163,0.0208812,0.0239164,0.0347761,-0.0037184,0.1592837,0.1788402,0.0823003,0.0375998,1.3635433,0.0082322,0.076814,0.1480916,20.2288322,151.7241974,2.8128104,0.0720978,0.0033781,-0.077486977,-0.0387435,1,0.0687197,0.2313815
96,132,0.1372941,0.0640111,0.026479,0.0057188,0.0114163,0.0208812,0.0239164,0.0347761,-0.0037184,0.1372941,0.1788402,0.0823003,0.0375998,1.3635433,0.0082322,0.076814,0.1480916,20.3093548,97.1552505,2.2257552,0.0720978,0.0033781,-6.06E-02,-0.0303165,1,0.0687197,0.2093919
97,133,0.1336309,0.0540484,0.0252361,0.0029713,0.0088741,-0.0014834,-0.0018682,-0.1195302,-0.0086057,0.1336309,0.1937224,0.0861223,0.0276546,1.3395708,-0.0006388,0.0844041,0.1433286,20.3850708,42.7826157,1.6429714,0.0596461,-0.0004123,-5.45E-02,-0.0272303,0,0.0600584,0.193277
98,134,0.1314406,0.0592756,0.0252361,0.0029713,0.0088741,-0.0014834,-0.0018682,-0.1195302,-0.0086057,0.1314406,0.1937224,0.0861223,0.0276546,1.3395708,-0.0006388,0.0844041,0.1433286,20.250576,21.7479324,1.5719711,0.0596461,-0.0004123,-5.97E-02,-0.029844,0,0.0600584,0.1910867
99,135,0.1087013,0.040497,0.0008392,-0.0143254,-0.0038219,-0.0173464,-0.0062369,-0.1605709,-0.0086057,0.1087013,0.1659741,0.0719101,0.0247046,1.3213296,-0.0006388,0.0918239,0.1396568,19.9674454,24.6856995,1.8669183,0.0484543,0.0111365,-2.94E-02,-0.0146802,0,0.0373178,0.1571556
100,136,0.1032028,0.0363208,0.0008392,-0.0143254,-0.0038219,-0.0173464,-0.0062369,-0.1605709,-0.0002099,0.1032028,0.1659741,0.0719101,0.0247046,1.3213296,-0.0057784,0.0918239,0.1396568,19.6855183,27.5710125,2.1592677,0.0484543,0.0111365,-2.52E-02,-0.0125921,0,0.0373178,0.1516571
101,137,0.1154706,0.0464828,-0.0055119,-0.0084685,0.0004321,-0.0298756,-0.0100809,-0.1633986,-0.0002099,0.1154706,0.1576705,0.0718983,0.0223709,1.3448845,-0.0057784,0.1004453,0.1472795,19.4047909,40.8564568,1.9442556,0.0475375,0.0199318,-2.66E-02,-0.0132755,0,0.0276057,0.1630081
102,138,0.1187123,0.0399623,-0.0055119,-0.0084685,0.0004321,-0.0298756,-0.0100809,-0.1633986,-0.0002099,0.1187123,0.1576705,0.0718983,0.0223709,1.3448845,-0.0057784,0.1004453,0.1472795,19.1252651,59.0289879,1.5092832,0.0475375,0.0199318,-2.00E-02,-0.0100152,0,0.0276057,0.1662498
103,139,0.1225192,0.0352374,0.0160892,-0.0011679,0.0088819,-0.0137746,0.0079576,-0.1093049,0.0020745,0.1225192,0.188503,0.0862522,0.03375,1.3906951,-0.0018648,0.1039679,0.1592837,18.8469429,77.6116714,1.0743248,0.0562473,0.0220545,-1.32E-02,-0.0065915,0,0.0341928,0.1787665
104,140,0.1332818,0.0533695,0.0160892,-0.0011679,0.0088819,-0.0137746,0.0079576,-0.1093049,0.0020745,0.1332818,0.188503,0.0862522,0.03375,1.3906951,-0.0018648,0.1039679,0.1592837,19.0758591,107.1059799,0.8996071,0.0562473,0.0220545,-3.13E-02,-0.0156575,0,0.0341928,0.1895291
105,141,0.1317666,0.06718,-0.0000484,-0.0099287,0.0019802,-0.0271393,0.0189606,-0.0994784,0.0020745,0.1317666,0.1577228,0.0737936,0.0279677,1.2723076,-0.0018648,0.0545455,0.1428571,19.4209385,138.9096527,0.7831946,0.0890052,0.0463619,-2.08E-02,-0.010409,0,0.0426433,0.2207718
106,142,0.1354738,0.0603073,-0.0000484,-0.0099287,0.0019802,-0.0271393,0.0189606,-0.0994784,0.0145664,0.1354738,0.1577228,0.0737936,0.0279677,1.2723076,0.0186313,0.0545455,0.1428571,19.7660198,170.5619965,0.6652659,0.0890052,0.0463619,-1.39E-02,-0.0069727,0,0.0426433,0.224479
107,143,0.1450617,0.078606,0.024896,-0.0023026,0.013905,0.0516329,0.0371365,0.0570618,0.0145664,0.1450617,0.1719128,0.0775147,0.0331846,1.3424104,0.0186313,0.099455,0.1432275,19.2798595,155.4022522,1.2336979,0.044405,-0.014161,-9.28E-02,-0.0463835,1,0.058566,0.1894667
108,144,0.1735337,0.1015486,0.024896,-0.0023026,0.013905,0.0516329,0.0371365,0.0570618,0.0145664,0.1735337,0.1719128,0.0775147,0.0331846,1.3424104,0.0186313,0.099455,0.1432275,18.7334881,136.5042114,1.8523873,0.044405,-0.014161,-0.115709633,-0.0578548,1,0.058566,0.2179387
109,145,0.155596,0.0787212,0.011219,-0.0028386,0.0047262,0.04649,0.0271646,0.0537157,0.0037189,0.155596,0.1627513,0.0795834,0.0307692,1.3452498,0.0203769,0.0832772,0.1365751,18.1987362,118.4258652,2.4597216,0.053911,-0.0190057,-9.77E-02,-0.0488634,1,0.0729167,0.209507
110,146,0.1288889,0.0555788,0.011219,-0.0028386,0.0047262,0.04649,0.0271646,0.0537157,0.0037189,0.1288889,0.1627513,0.0795834,0.0307692,1.3452498,0.0203769,0.0832772,0.1365751,17.853653,121.721283,2.8643572,0.053911,-0.0190057,-7.46E-02,-0.0372922,1,0.0729167,0.1827999
111,147,0.1271297,0.0470553,-0.0087385,-0.0141883,-0.0068522,0.0688312,0.03038,0.0837162,0.0037189,0.1271297,0.1429148,0.0668928,0.0185285,1.3493804,0.0203769,0.1151413,0.1375128,17.5085716,125.0183182,3.2686076,0.0227315,-0.0383945,-0.085449792,-0.0427249,2,0.061126,0.1498612
112,148,0.1212892,0.0477147,-0.0087385,-0.0141883,-0.0068522,0.0688312,0.03038,0.0837162,-0.0029734,0.1212892,0.1429148,0.0668928,0.0185285,1.3493804,0.0132365,0.1151413,0.1375128,17.1193409,128.3155823,3.6133897,0.0227315,-0.0383945,-8.61E-02,-0.0430546,2,0.061126,0.1440207
113,149,0.1722067,0.0927922,0.0284941,-0.0016116,0.0062041,0.0785605,0.0344849,0.1688479,-0.0029734,0.1722067,0.1722459,0.0761781,0.0306814,1.4051557,0.0132365,0.1238014,0.145292,16.5044765,131.6064148,3.6555157,0.0218843,-0.0440123,-0.13680451,-0.0684023,2,0.0658966,0.194091
114,150,0.1889089,0.1031598,0.0284941,-0.0016116,0.0062041,0.0785605,0.0344849,0.1688479,-0.0029734,0.1889089,0.1722459,0.0761781,0.0306814,1.4051557,0.0132365,0.1238014,0.145292,15.890811,134.8973541,3.6983399,0.0218843,-0.0440123,-0.147172045,-0.073586,2,0.0658966,0.2107932
115,151,0.1530726,0.0671472,0.0018553,-0.0069321,0.0068648,0.0476164,0.0139462,0.0397079,-0.0027509,0.1530726,0.1564829,0.0799205,0.0319149,1.3412346,0.0092558,0.1031887,0.1401274,15.3316622,137.9010925,3.6149445,0.0374807,-0.0336269,-0.100774068,-0.050387,1,0.0711076,0.1905533
116,152,0.1162895,0.0370512,0.0018553,-0.0069321,0.0068648,0.0476164,0.0139462,0.0397079,-0.0027509,0.1162895,0.1564829,0.0799205,0.0319149,1.3412346,0.0092558,0.1031887,0.1401274,14.9094095,140.1763763,3.2066722,0.0374807,-0.0336269,-7.07E-02,-0.035339,1,0.0711076,0.1537702
117,153,0.1250861,0.0460191,0.0032384,-0.0171111,-0.0006181,0.0699766,0.013572,0.0878668,-0.0027509,0.1250861,0.169859,0.0752563,0.0296406,1.3750619,0.0092558,0.1055543,0.1440068,14.4859581,142.4687958,2.8008003,0.039046,-0.0562533,-0.102272402,-0.0511362,2,0.0952993,0.1641321
118,154,0.1747002,0.0910079,0.0032384,-0.0171111,-0.0006181,0.0699766,0.013572,0.0878668,0.0048588,0.1747002,0.169859,0.0752563,0.0296406,1.3750619,0.0127946,0.1055543,0.1440068,14.0929909,138.3671417,2.4228454,0.039046,-0.0562533,-0.147261191,-0.0736306,2,0.0952993,0.2137462
119,156,0.2554535,0.0879347,0.0065421,-0.0194618,-0.0085404,0.0412016,-0.0089532,-0.0250823,-0.0135429,0.2554535,0.208802,0.0797117,0.0229671,1.4981818,-0.0118545,0.1628615,0.1685563,15.9198513,232.5954132,6.6071,0.0058556,-0.0512269,-0.13916159,-0.0695808,0,0.0570825,0.2613091
120,157,0.2255577,0.0739865,0.0065421,-0.0194618,-0.0085404,0.0412016,-0.0089532,-0.0250823,-0.0135429,0.2255577,0.208802,0.0797117,0.0229671,1.4981818,-0.0118545,0.1628615,0.1685563,16.8151493,225.7072144,6.4712439,0.0058556,-0.0512269,-0.125213418,-0.0626067,0,0.0570825,0.2314133
121,158,0.1644271,0.0528364,0.0191917,-0.0036198,0.0034626,0.0525496,0.0304065,0.1156546,-0.0079627,0.1644271,0.1836387,0.0813546,0.0286984,1.3725296,0.003758,0.0851977,0.1454507,17.7140541,218.7957916,6.333436,0.061009,-0.0216978,-7.45E-02,-0.0372671,2,0.0827068,0.2254361
122,159,0.1443253,0.052565,0.0191917,-0.0036198,0.0034626,0.0525496,0.0304065,0.1156546,-0.0079627,0.1443253,0.1836387,0.0813546,0.0286984,1.3725296,0.003758,0.0851977,0.1454507,18.474617,213.6717377,5.9029436,0.061009,-0.0216978,-7.43E-02,-0.0371314,2,0.0827068,0.2053343
123,160,0.1709685,0.0935633,0.0321414,-0.0038603,0.0061469,0.0590385,0.0395503,0.1858407,-0.0079627,0.1709685,0.1878487,0.0822821,0.0288169,1.3877354,0.003758,0.0944469,0.1489624,18.9730778,211.8590851,4.9349613,0.0552935,-0.0189981,-0.112561356,-0.0562807,2,0.0742916,0.226262
124,161,0.1726027,0.0868169,0.0321414,-0.0038603,0.0061469,0.0590385,0.0395503,0.1858407,-0.0087341,0.1726027,0.1878487,0.0822821,0.0288169,1.3877354,0.0161299,0.0944469,0.1489624,19.4679317,210.0345306,3.9630973,0.0552935,-0.0189981,-0.10581499,-0.0529075,2,0.0742916,0.2278962
125,162,0.1713802,0.0877789,0.0669167,-0.0006313,0.0071817,0.0705598,0.0496565,0.1714524,-0.0087341,0.1713802,0.2123873,0.0792018,0.0266145,1.4302073,0.0161299,0.1254173,0.1621745,19.9154015,181.9817505,3.0670426,0.0375204,-0.0204982,-0.108277153,-0.0541386,2,0.0580186,0.2089006
126,163,0.1967556,0.1210325,0.0669167,-0.0006313,0.0071817,0.0705598,0.0496565,0.1714524,-0.0087341,0.1967556,0.2123873,0.0792018,0.0266145,1.4302073,0.0161299,0.1254173,0.1621745,20.3114662,124.1019516,2.2597578,0.0375204,-0.0204982,-0.141530748,-0.0707654,2,0.0580186,0.234276
127,164,0.211105,0.1459379,0.0214367,0.0106234,0.0114017,-0.0113663,0.0311241,-0.0175015,-0.0039691,0.211105,0.1624141,0.072431,0.0315698,1.3384181,0.0095363,0.0802806,0.1539197,20.7063293,66.0280151,1.4518968,0.0745604,0.0430573,-0.102880675,-0.0514403,0,0.0315031,0.2856654
128,165,0.1330561,0.0786321,0.0214367,0.0106234,0.0114017,-0.0113663,0.0311241,-0.0175015,-0.0039691,0.1330561,0.1624141,0.072431,0.0315698,1.3384181,0.0095363,0.0802806,0.1539197,20.6938095,43.7776642,1.3180265,0.0745604,0.0430573,-3.56E-02,-0.0177874,0,0.0315031,0.2076165
129,166,0.0978639,0.0411475,0.0164278,0.0061257,0.0229817,-0.0162279,0.0156898,-0.1107564,-0.0039691,0.0978639,0.1471852,0.0772824,0.0348766,1.260308,0.0095363,0.0833333,0.1319534,20.3926468,47.02705,1.6633059,0.0491607,0.0322627,-8.88E-03,-0.0044424,0,0.016898,0.1470246
130,167,0.107025,0.0397842,0.0164278,0.0061257,0.0229817,-0.0162279,0.0156898,-0.1107564,0.0233885,0.107025,0.1471852,0.0772824,0.0348766,1.260308,0.0329674,0.0833333,0.1319534,20.0902824,50.3413048,2.010982,0.0491607,0.0322627,-7.52E-03,-0.0037608,0,0.016898,0.1561857
131,168,0.1307895,0.0537656,0.0084064,0.0002498,0.0027466,-0.0546187,0.0031343,-0.1459711,0.0233885,0.1307895,0.1424814,0.0739749,0.0243711,1.2200375,0.0329674,0.0487642,0.1262017,19.7564754,47.4380989,1.8313359,0.077917,0.0579788,4.21E-03,0.0021066,0,0.0199382,0.2087065
132,169,0.0933649,0.0199152,0.0084064,0.0002498,0.0027466,-0.0546187,0.0031343,-0.1459711,0.0233885,0.0933649,0.1424814,0.0739749,0.0243711,1.2200375,0.0329674,0.0487642,0.1262017,19.4096642,41.8660088,1.4265307,0.077917,0.0579788,3.81E-02,0.0190318,0,0.0199382,0.1712819
133,170,0.1259627,0.0572789,0.0001463,-0.0102495,0.0088604,-0.0153638,0.0127282,-0.1626401,0.0162651,0.1259627,0.1550511,0.0786517,0.035409,1.1926863,0.0295734,0.0434978,0.1284985,19.0628529,36.2774467,1.0207323,0.0854785,0.0281793,-2.91E-02,-0.0145498,0,0.0572992,0.2114412
134,171,0.1317273,0.0659547,0.0001463,-0.0102495,0.0088604,-0.0153638,0.0127282,-0.1626401,0.0162651,0.1317273,0.1550511,0.0786517,0.035409,1.1926863,0.0295734,0.0434978,0.1284985,19.2163849,64.6880341,0.8961903,0.0854785,0.0281793,-3.78E-02,-0.0188877,0,0.0572992,0.2172058
135,172,0.1268618,0.049842,0.0238013,0.0011459,0.0154344,-0.0435898,0.0175964,-0.1226202,0.0162651,0.1268618,0.1577484,0.0778521,0.0292422,1.204918,0.0295734,0.0551253,0.130216,19.4828491,100.7385941,0.8348848,0.0756336,0.0615729,1.17E-02,0.0058654,0,0.0140607,0.2024954
136,173,0.131755,0.0630575,0.0238013,0.0011459,0.0154344,-0.0435898,0.0175964,-0.1226202,0.0042247,0.131755,0.1577484,0.0778521,0.0292422,1.204918,0.0267115,0.0551253,0.130216,19.7517147,136.9126892,0.7745166,0.0756336,0.0615729,-1.48E-03,-0.0007423,0,0.0140607,0.2073886
137,174,0.1117047,0.0454397,0.0157789,-0.0068996,-0.0007162,0.0368929,0.0216293,0.0639791,0.0042247,0.1117047,0.1624155,0.0674675,0.0234165,1.3030303,0.0267115,0.1104348,0.1356147,19.1974545,132.1382904,1.3663014,0.0255628,-0.0152227,-6.07E-02,-0.0303312,1,0.0407855,0.1372675
138,175,0.1601691,0.0733922,0.0157789,-0.0068996,-0.0007162,0.0368929,0.0216293,0.0639791,0.0042247,0.1601691,0.1624155,0.0674675,0.0234165,1.3030303,0.0267115,0.1104348,0.1356147,18.5838985,124.6082916,2.0052507,0.0255628,-0.0152227,-8.86E-02,-0.0443075,1,0.0407855,0.1857319
139,176,0.1303004,0.0369749,-0.0159683,-0.0221683,0.0006275,0.0027898,0.0188675,0.0982715,-0.0100578,0.1303004,0.1478858,0.07368,0.0302447,1.3471032,0.012005,0.0605774,0.1363933,17.9780083,117.6834564,2.6376865,0.0764476,0.0163009,-2.07E-02,-0.010337,2,0.0601467,0.206748
140,177,0.1192617,0.0339998,-0.0159683,-0.0221683,0.0006275,0.0027898,0.0188675,0.0982715,-0.0100578,0.1192617,0.1478858,0.07368,0.0302447,1.3471032,0.012005,0.0605774,0.1363933,17.5559292,120.3652878,3.1114366,0.0764476,0.0163009,-1.77E-02,-0.0088495,2,0.0601467,0.1957093
141,178,0.1510036,0.0657461,-0.0085045,-0.0181658,-0.0043144,0.0376514,0.0276624,0.1070412,-0.0100578,0.1510036,0.1522777,0.0688129,0.013547,1.3516539,0.012005,0.0996564,0.1439773,17.1362495,123.0658569,3.583868,0.0449662,-0.0097384,-7.55E-02,-0.0377423,2,0.0547046,0.1959698
142,179,0.1128371,0.0319738,-0.0085045,-0.0181658,-0.0043144,0.0376514,0.0276624,0.1070412,-0.0062202,0.1128371,0.1522777,0.0688129,0.013547,1.3516539,0.0180693,0.0996564,0.1439773,16.6728096,125.9083176,3.9655492,0.0449662,-0.0097384,-4.17E-02,-0.0208561,2,0.0547046,0.1578033
143,180,0.1317697,0.0327484,0.0021139,-0.0099342,0.0009145,0.0306468,0.0252948,0.1170274,-0.0062202,0.1317697,0.1591517,0.0768936,0.0269974,1.3546679,0.0180693,0.0895947,0.1397226,15.982645,129.3648224,3.9066303,0.0507634,-0.0050933,-3.78E-02,-0.0189209,2,0.0558567,0.1825331
144,181,0.1467501,0.04952,0.0021139,-0.0099342,0.0009145,0.0306468,0.0252948,0.1170274,-0.0062202,0.1467501,0.1591517,0.0768936,0.0269974,1.3546679,0.0180693,0.0895947,0.1397226,15.2924795,132.8189087,3.8496728,0.0507634,-0.0050933,-5.46E-02,-0.0273067,2,0.0558567,0.1975135
145,182,0.1447481,0.0511237,0.0009202,-0.0116332,-0.0084173,0.0111956,0.0129429,0.0512614,-0.004277,0.1447481,0.1529077,0.0740671,0.0186849,1.2898089,0.0285773,0.0913601,0.1248258,14.7110844,137.7808838,3.6438692,0.0338518,0.0018463,-4.93E-02,-0.0246387,1,0.0320055,0.1785999
146,183,0.1402151,0.0535167,0.0009202,-0.0116332,-0.0084173,0.0111956,0.0129429,0.0512614,-0.004277,0.1402151,0.1529077,0.0740671,0.0186849,1.2898089,0.0285773,0.0913601,0.1248258,14.4016266,146.3618317,3.0611312,0.0338518,0.0018463,-5.17E-02,-0.0258352,1,0.0320055,0.1740669
147,184,0.1730727,0.0996263,0.0262681,-0.0166142,-0.0067339,0.0626303,0.0143177,0.1677266,-0.004277,0.1730727,0.1697807,0.0617512,0.0214577,1.3138686,0.0285773,0.1023751,0.1209144,14.0909681,154.6832886,2.4791212,0.0187716,-0.0483646,-0.147990935,-0.0739955,2,0.0671362,0.1918443
148,185,0.1404682,0.0432577,0.0262681,-0.0166142,-0.0067339,0.0626303,0.0143177,0.1677266,0.0069502,0.1404682,0.1697807,0.0617512,0.0214577,1.3138686,0.0224108,0.1023751,0.1209144,13.7923155,152.8833466,1.992644,0.0187716,-0.0483646,-9.16E-02,-0.0458112,2,0.0671362,0.1592398
149,186,0.1333762,0.0234832,-0.0364716,-0.0192884,0.00191,-0.0042079,-0.0075923,0.009755,0.0069502,0.1333762,0.1566372,0.0844223,0.0441382,1.3109328,0.0224108,0.017734,0.125822,13.5112877,136.2631226,1.6441419,0.1083297,-0.00347,-2.70E-02,-0.0134766,1,0.1117997,0.2417059
150,187,0.1192566,0.0080222,-0.0364716,-0.0192884,0.00191,-0.0042079,-0.0075923,0.009755,0.0069502,0.1192566,0.1566372,0.0844223,0.0441382,1.3109328,0.0224108,0.017734,0.125822,13.2278624,119.5642395,1.290738,0.1083297,-0.00347,-1.15E-02,-0.0057461,1,0.1117997,0.2275863
151,191,0.2352941,0.0903445,0.0065421,-0.0194618,-0.0085404,0.0412016,-0.0089532,-0.0250823,-0.0135429,0.2352941,0.208802,0.0797117,0.0229671,1.4981818,-0.0118545,0.1628615,0.1685563,15.1925068,229.576355,5.8704243,0.0058556,-0.0512269,-0.141571362,-0.0707857,0,0.0570825,0.2411497
152,192,0.1750833,0.0659754,0.0065421,-0.0194618,-0.0085404,0.0412016,-0.0089532,-0.0250823,-0.0135429,0.1750833,0.208802,0.0797117,0.0229671,1.4981818,-0.0118545,0.1628615,0.1685563,15.7494221,224.8658142,5.9176106,0.0058556,-0.0512269,-0.11720233,-0.0586012,0,0.0570825,0.1809389
153,193,0.144969,0.0677063,0.0191917,-0.0036198,0.0034626,0.0525496,0.0304065,0.1156546,-0.0079627,0.144969,0.1836387,0.0813546,0.0286984,1.3725296,0.003758,0.0851977,0.1454507,16.3099442,220.1320496,5.9628444,0.061009,-0.0216978,-8.94E-02,-0.044702,2,0.0827068,0.205978
154,194,0.1854513,0.090415,0.0321414,-0.0038603,0.0061469,0.0590385,0.0395503,0.1858407,-0.0079627,0.1854513,0.1878487,0.0822821,0.0288169,1.3877354,0.003758,0.0944469,0.1489624,17.8089409,216.1394196,5.1720695,0.0552935,-0.0189981,-0.109413061,-0.0547065,2,0.0742916,0.2407448
155,195,0.1896388,0.0905178,0.0321414,-0.0038603,0.0061469,0.0590385,0.0395503,0.1858407,-0.0087341,0.1896388,0.1878487,0.0822821,0.0288169,1.3877354,0.0161299,0.0944469,0.1489624,18.6421757,215.4329529,4.5644379,0.0552935,-0.0189981,-0.109515931,-0.054758,2,0.0742916,0.2449323
156,196,0.1989615,0.0955976,0.0669167,-0.0006313,0.0071817,0.0705598,0.0496565,0.1714524,-0.0087341,0.1989615,0.2123873,0.0792018,0.0266145,1.4302073,0.0161299,0.1254173,0.1621745,19.3205204,196.3144073,3.886411,0.0375204,-0.0204982,-0.11609583,-0.0580479,2,0.0580186,0.2364819
157,197,0.2037745,0.1278133,0.0669167,-0.0006313,0.0071817,0.0705598,0.0496565,0.1714524,-0.0087341,0.2037745,0.2123873,0.0792018,0.0266145,1.4302073,0.0161299,0.1254173,0.1621745,19.82938,156.6581726,3.1332276,0.0375204,-0.0204982,-0.148311529,-0.0741558,2,0.0580186,0.2412949
158,198,0.2015721,0.1193125,0.0214367,0.0106234,0.0114017,-0.0113663,0.0311241,-0.0175015,-0.0039691,0.2015721,0.1624141,0.072431,0.0315698,1.3384181,0.0095363,0.0802806,0.1539197,20.3370361,116.8078003,2.3794684,0.0745604,0.0430573,-7.63E-02,-0.0381276,0,0.0315031,0.2761325
159,199,0.128971,0.0632727,0.0214367,0.0106234,0.0114017,-0.0113663,0.0311241,-0.0175015,-0.0039691,0.128971,0.1624141,0.072431,0.0315698,1.3384181,0.0095363,0.0802806,0.1539197,20.4336147,98.7421265,2.1408939,0.0745604,0.0430573,-2.02E-02,-0.0101077,0,0.0315031,0.2035314
160,200,0.0975182,0.0397433,0.0164278,0.0061257,0.0229817,-0.0162279,0.0156898,-0.1107564,-0.0039691,0.0975182,0.1471852,0.0772824,0.0348766,1.260308,0.0095363,0.0833333,0.1319534,20.245245,95.9037323,2.2611568,0.0491607,0.0322627,-7.48E-03,-0.0037403,0,0.016898,0.1466789
161,201,0.1140248,0.0461782,0.0164278,0.0061257,0.0229817,-0.0162279,0.0156898,-0.1107564,0.0233885,0.1140248,0.1471852,0.0772824,0.0348766,1.260308,0.0329674,0.0833333,0.1319534,20.0556755,93.1302109,2.3838167,0.0491607,0.0322627,-1.39E-02,-0.0069578,0,0.016898,0.1631855
162,202,0.1528467,0.0778143,0.0084064,0.0002498,0.0027466,-0.0546187,0.0031343,-0.1459711,0.0233885,0.1528467,0.1424814,0.0739749,0.0243711,1.2200375,0.0329674,0.0487642,0.1262017,19.7546291,89.495079,2.2003753,0.077917,0.0579788,-1.98E-02,-0.0099178,0,0.0199382,0.2307637
163,203,0.128414,0.0588461,0.0084064,0.0002498,0.0027466,-0.0546187,0.0031343,-0.1459711,0.0233885,0.128414,0.1424814,0.0739749,0.0243711,1.2200375,0.0329674,0.0487642,0.1262017,19.4078178,85.4723587,1.888899,0.077917,0.0579788,-8.67E-04,-0.0004337,0,0.0199382,0.206331
164,204,0.1410256,0.0551171,0.0001463,-0.0102495,0.0088604,-0.0153638,0.0127282,-0.1626401,0.0162651,0.1410256,0.1550511,0.0786517,0.035409,1.1926863,0.0295734,0.0434978,0.1284985,19.0610065,81.4331665,1.5764292,0.0854785,0.0281793,-2.69E-02,-0.0134689,0,0.0572992,0.2265041
